backbone,metric,effect,mean,sd,n,seed_8,seed_99,seed_123
C13,target_hit_lift,D8_minus_D4,-0.020018709466480305,0.07089476124994007,3,-0.10188083801670278,0.0208069764135968,0.021017733203665068
C13,target_hit_lift,H10k_minus_H5k,-0.039251496969475885,0.10813849698830504,3,-0.16159951111145898,0.043536327615422976,0.00030869258760835017
C13,target_hit_lift,interaction,0.038708970171857295,0.16764307019686983,3,0.22887621279341452,-0.02504552953747885,-0.08770377274036378
C13,action_sensitivity,D8_minus_D4,7.679376267268562e-05,0.0020343834299286754,3,-0.0015796839400802863,0.0023475225291543136,-0.0005374573010559704
C13,action_sensitivity,H10k_minus_H5k,-0.002974712163528836,0.0025626977889888357,3,-0.0001419671013318871,-0.005132088417382717,-0.0036500809718719046
C13,action_sensitivity,interaction,-0.002452431590428977,9.592556946590087e-05,3,-0.0024982567783686897,-0.0023421877077358065,-0.002516850285182435
C13,option_success_fraction,D8_minus_D4,-0.03333830473970854,0.05392434997601854,3,0.02806775175019921,-0.05510781799308015,-0.07297484797624468
C13,option_success_fraction,H10k_minus_H5k,0.10893570350111202,0.11839305423693701,3,0.022763928196729177,0.0601100350397302,0.24393314726687668
C13,option_success_fraction,interaction,0.19825684272475474,0.10117437684916519,3,0.17321674813785692,0.11195381691214051,0.3095999631242668
C13,known_edge_fraction,D8_minus_D4,-0.021998840720828267,0.03828595115550753,3,-0.04719281949071292,0.02205862595211558,-0.04086232862388746
C13,known_edge_fraction,H10k_minus_H5k,0.006101130512922828,0.01800685071404055,3,0.015580502550571161,0.017388072397891488,-0.014665183409694166
C13,known_edge_fraction,interaction,-0.04228427888111102,0.08692696053894798,3,-0.14262693239614843,0.010080306345143758,0.005693789407671623
C13,node_coverage_fraction,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C13,node_coverage_fraction,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C13,node_coverage_fraction,interaction,0.0,0.0,3,0.0,0.0,0.0
C13,connected_fraction,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C13,connected_fraction,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
