run,unit,ca3_weight_rms,depth_weight_rms,instruction_weight_rms,dimension_normalized_depth_share,total_energy_depth_share,scale_sd_across_goals,shift_sd_across_goals
SCR_C15_ARR_DIRS_S123,57,0.0421158157018486,0.06169339614494899,0.022964401779555804,0.682114679904783,0.018538804533285075,0.061388630180272734,0.06230540216785775
SCR_C15_ARR_DIRS_S123,58,0.030107530563332555,0.038133063080950935,0.02283678653788276,0.6160019739338448,0.013924668814868433,0.020941738636322718,0.08321071078296301
SCR_C15_ARR_DIRS_S123,59,0.03140950134275297,0.03810690003518617,0.020347443771195392,0.5954566915808309,0.012791332452998525,0.03296270870709155,0.031067681863374674
SCR_C15_ARR_DIRS_S123,60,0.03027378191408597,0.03071227689820575,0.0537334667283193,0.5071897139249615,0.008978328545109047,0.007182964008300948,0.019143220613450147
SCR_C15_ARR_DIRS_S123,61,0.030281308693876515,0.031369758857245016,0.011524282592043699,0.5176495078365981,0.009358607182070378,0.017295690073346397,0.016538768305532223
SCR_C15_ARR_DIRS_S123,62,0.030830353811000515,0.05324375853280358,0.02954158803676841,0.7489014180725555,0.025582738422453996,0.03653682029141966,0.05405658664630182
SCR_C15_ARR_DIRS_S123,63,0.03391533579632022,0.05699879638542708,0.05464267818805976,0.7385268219576437,0.02426022393017931,0.04143746795698931,0.0502359929803867
SCR_C15_ARR_DIRS_S123,64,0.029763499964305485,0.04344294903511932,0.02598339834788977,0.6805567340356035,0.018408693639798395,0.01297262913193124,0.018203114753306774
SCR_C15_ARR_DIRS_S123,65,0.03042515094490264,0.03589335316489516,0.008652521477461194,0.5818968581273695,0.012103079374712292,0.006680066746908393,0.0212629816349061
SCR_C15_ARR_DIRS_S123,66,0.03232429581154936,0.04443139943848107,0.006922730857649242,0.6539063061483851,0.016359866233460144,0.016800481114114668,0.02000727278929646
SCR_C15_ARR_DIRS_S123,67,0.03211734653385785,0.031208219048117724,0.01997829270101024,0.48564655303068455,0.008243005632668955,0.017932077567445803,0.033349916573612214
SCR_C15_ARR_DIRS_S123,68,0.031022811541852116,0.04495798751188669,0.029102541716091945,0.677435516719661,0.01815170703605901,0.021074405489903653,0.024335035559495725
SCR_C15_ARR_DIRS_S123,69,0.030304070107639275,0.06333361234688077,0.04002651144800213,0.813705282459212,0.0370256739207201,0.03418804741866769,0.023075678860530927
SCR_C15_ARR_DIRS_S123,70,0.030044409520096207,0.03614235369451268,0.028349731278529196,0.5913569105456552,0.012578526056647063,0.059665824868682875,0.04022885449869649
SCR_C15_ARR_DIRS_S123,71,0.031683808418193606,0.02777103433836275,0.03609968064964978,0.4344729464306482,0.006717440561526004,0.03397030705233468,0.0693596801481967
SCR_C15_ARR_DIRS_S123,72,0.03507419847281541,0.019537037529211213,0.04004238590518026,0.23679940692398413,0.002723823886564857,0.04519081596697858,0.05117389340559319
SCR_C15_ARR_DIRS_S123,73,0.030990396283332198,0.035119426781879584,0.02348489897573759,0.5622144483707067,0.011178413878358428,0.01692369534200069,0.03360249720808021
SCR_C15_ARR_DIRS_S123,74,0.02980709496478568,0.0335984922244485,0.013276546925096054,0.5595829070359182,0.011060925813746562,0.018667404551108928,0.03533956941252626
SCR_C15_ARR_DIRS_S123,75,0.030259449992202286,0.029593166796933,0.023928506608585292,0.48886931476819456,0.008349131273891754,0.01250466328150404,0.021798437261242067
SCR_C15_ARR_DIRS_S123,76,0.031217920521213468,0.029980304524672572,0.011943621598265756,0.47978519717619755,0.008053304901894544,0.015385973764761121,0.021660164799184756
SCR_C15_ARR_DIRS_S123,77,0.030951089692094143,0.048052972016929346,0.027677403187900993,0.7067790251090946,0.02077742414240965,0.029623391035120225,0.03384996224706612
SCR_C15_ARR_DIRS_S123,78,0.030517964446190104,0.021575513633671772,0.016273612745560294,0.33325206068815577,0.004380525502004376,0.006318383762141527,0.03376522063069025
SCR_C15_ARR_DIRS_S123,79,0.030379804221576528,0.04391775320560859,0.02652714424367737,0.6763572596989902,0.01806404953273466,0.02826453096304209,0.07200796736605948
SCR_C15_ARR_DIRS_S123,80,0.03030796717291897,0.03983472256877065,0.04102570818305775,0.6333595666935045,0.014978806847790058,0.007027092088756894,0.020603727227593016
SCR_C15_ARR_DIRS_S123,81,0.029458849211789376,0.030320871944801677,0.040788049615116534,0.5144169880362375,0.009239367210402324,0.004674864964831179,0.030053557065799444
SCR_C15_ARR_DIRS_S123,82,0.031309528561036526,0.040364481962709774,0.019458483847119245,0.6243505328587974,0.01441980364642454,0.028423782229156147,0.0376277418716291
SCR_C15_ARR_DIRS_S123,83,0.03036874505210369,0.03241199334269494,0.029542496400573486,0.532511346107372,0.009927648500480894,0.01723595771628977,0.0228898672376859
SCR_C15_ARR_DIRS_S123,84,0.029379653142081144,0.042585347867422775,0.06246036332239154,0.677523891531774,0.018158916810383046,0.05421782039327348,0.031486200346894304
SCR_C15_ARR_DIRS_S123,85,0.030120108939990394,0.04282676640241839,0.02355561139384916,0.6690608610922635,0.01748550293245361,0.009838090608718476,0.0179250901468568
SCR_C15_ARR_DIRS_S123,86,0.0304379269811914,0.03388095331628736,0.027957906776635046,0.553377615442872,0.010789258385625004,0.015172047703439051,0.0609369855160965
SCR_C15_ARR_DIRS_S123,87,0.030509980102835732,0.02574527514133656,0.03706892665168376,0.4159053206930299,0.006229012586809336,0.009514951974720572,0.07112114338221277
SCR_C15_ARR_DIRS_S123,88,0.029559240266195448,0.03770575020922252,0.03048372851960284,0.6193599499231346,0.014121271466866899,0.008365566150796996,0.02233208338853263
SCR_C15_ARR_DIRS_S123,89,0.03158569656054093,0.026379270191192412,0.026897650050037802,0.4108986155864683,0.006102501583900452,0.0321078682037102,0.022522906201277653
SCR_C15_ARR_DIRS_S123,90,0.031794521247042296,0.05268619354639101,0.02410063861986033,0.7330434183250043,0.02360140622710536,0.022660063442178364,0.011313372369457982
SCR_C15_ARR_DIRS_S123,91,0.02995862739418707,0.031772357767285216,0.03792631856647568,0.5293558576333621,0.009803879270973457,0.0068171316242191,0.02993390040921377
SCR_C15_ARR_DIRS_S123,92,0.032907143704448555,0.035779179334381454,0.037528142359319096,0.5417408127214235,0.010299258032090615,0.020863673095182177,0.023604723374063233
SCR_C15_ARR_DIRS_S123,93,0.03054133387490341,0.026066339416378072,0.05335820183513935,0.42143817074742945,0.006371326699904024,0.015779816709611486,0.03414962470560337
SCR_C15_ARR_DIRS_S123,94,0.029761349706572057,0.0347839245182995,0.03203857207314308,0.5773464136457077,0.011881806577248483,0.022621060151976433,0.03848784110503137
SCR_C15_ARR_DIRS_S123,95,0.029844424876476882,0.023312341153977508,0.03498900948793903,0.3789445843954411,0.005342451682224079,0.02524538494773846,0.03497758826606733
SCR_C15_ARR_DIRS_S123,96,0.03072831571402221,0.02307004239472637,0.0051087904922708155,0.3604758750694469,0.0049373211729519225,0.021703158353071704,0.045135478245997944
SCR_C15_ARR_DIRS_S123,97,0.03125517645014012,0.02483209595323354,0.02035481071487673,0.3869630498694525,0.005525836346489286,0.03238292436203383,0.031177568353727293
SCR_C15_ARR_DIRS_S123,98,0.029390611795857217,0.02929768205622874,0.023874745360423444,0.4984165580471559,0.008671387228125767,0.013973728388716015,0.014955668999199931
SCR_C15_ARR_DIRS_S123,99,0.030874819829080812,0.03442123610952524,0.03569641151013234,0.5541531256125141,0.01082280478188334,0.021841939024226046,0.016743771332640486
SCR_C15_ARR_DIRS_S123,100,0.031044789917556423,0.028299734262563766,0.04612184854460729,0.4538425019297164,0.007261789756931188,0.017852529699055767,0.01652924648571568
SCR_C15_ARR_DIRS_S123,101,0.03124511388958099,0.02930808428532363,0.0221605189874309,0.4680438102768398,0.007685667156382836,0.02144960857549501,0.03175706963769369
SCR_C15_ARR_DIRS_S123,102,0.030889011332951764,0.025653167385779278,0.04361360181776138,0.4081866136764728,0.006034854421302575,0.016030350102642033,0.01494700173353121
SCR_C15_ARR_DIRS_S123,103,0.031887504163813155,0.043129713388426714,0.03022686691819945,0.6465699727698712,0.015848771182067803,0.028667898614686205,0.02420905328623401
SCR_C15_ARR_DIRS_S123,104,0.029851053312495233,0.026297414571165054,0.03740619847112967,0.43696246563911006,0.0067853394005442675,0.011413112020979941,0.027176249754821406
SCR_C15_ARR_DIRS_S123,105,0.032584070820787334,0.017657173292576458,0.010816912804081438,0.22699406611060927,0.0025782923565165106,0.019288701259418024,0.033106996693441554
